,Name,Label,Page Rank Score
3621,Hage_2016_juxta_adult,Experiment,0.16416666740551594
3622,Bostanci_2013_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3623,Ratzka_2012_P0,Experiment,0.16416666740551594
3624,Bostanci_2010_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3625,Ratzka_2012_P28,Experiment,0.16416666740551594
3626,Breckenridge_2013_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3627,Sunstroem_1987,Experiment,0.16416666740551594
3628,Bukhatwa_2009_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3629,Walters_1999,Experiment,0.16416666740551594
3630,Asyyed_2006_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3631,Westphal_2016,Experiment,0.16416666740551594
3632,Hage_2016_live_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3633,Eilam_2003_1m,Experiment,0.16416666740551594
3634,Sunstroem_1987_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3635,Eilam_2003_2m,Experiment,0.16416666740551594
3636,Walters_1999_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3637,Lieb_1996_P14,Experiment,0.16416666740551594
3638,Westphal_2016_sections_th_neurons_quantitation_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3639,Lieb_1996_P28,Experiment,0.16416666740551594
3640,Andreassen_1999_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3641,Lieb_1996_P63,Experiment,0.16416666740551594
3642,Gomes_2008_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3643,Andreassen_1999,Experiment,0.16416666740551594
3644,Hawlitschka_2017_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3645,Busceti_2008_PN1,Experiment,0.16416666740551594
3646,Juckel_2011_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3647,Busceti_2008_PN8,Experiment,0.16416666740551594
3648,Leventhal_2002_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3649,Busceti_2008_PN16,Experiment,0.16416666740551594
3650,Salin_1990b_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3651,Gomes_2008,Experiment,0.16416666740551594
3652,Sirinathsinghji_1991_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3653,Hawlitschka_2017,Experiment,0.16416666740551594
3654,Song_2013_thio_LFMdetails,LightFluorescenceMicroscopeDetail,0.16416666740551594
3655,Juckel_2011,Experiment,0.16416666740551594
3656,Cryoprotection,TreatmentPurpose,0.16416666740551594
3657,Leventhal_2002,Experiment,0.16416666740551594
3658,Echeverry_2004_sections_NOS_neurons_quantitation_cpu,DataType,0.16416666740551594
3659,Salin_1990b,Experiment,0.16416666740551594
3660,Gomes_2008_sections_nnos_neurons_quantitation_cpu,DataType,0.16416666740551594
3661,Sirinathsinghji_1991,Experiment,0.16416666740551594
3662,Gomes_2003_sections_nnos_neurons_quantitation_cpu,DataType,0.16416666740551594
3663,Rat anti ChAT_1,Reporter,0.16416666740551594
3664,Hawlitschka_2017_sections_chat_cells_quantitation_cpu,DataType,0.16416666740551594
3665,Mouse anti digoxigenin_AP,Reporter,0.16416666740551594
3666,Juckel_2011_sections_iba1_cells_quantitation_cpu,DataType,0.16416666740551594
3667,Wissman_2012_female_ultrathin_synapses_distribution_nacc,Distribution,0.16416666740551594
3668,Laprade_1997_sections_nissl_neurons_quantitation_cpu_rostral,DataType,0.16416666740551594
3669,Wissman_2012_male_ultrathin_synapses_distribution_nacc,Distribution,0.16416666740551594
3670,Laprade_1997_sections_nissl_neurons_quantitation_cpu_caudal,DataType,0.16416666740551594
3671,Luk_2001_sections_PV_neurons_distribution_cpu,Distribution,0.16416666740551594
3672,Leventhal_2002_sections_DARPP_neurons_quantitation_cpu,DataType,0.16416666740551594
3673,NMO_Martone_2008_str_1,DataType,0.16416666740551594
3674,Roberts_1995b_ultrathin_synapses_asym_quantitation_dendr_cpu,DataType,0.16416666740551594
3675,NMO_Martone_2008_str_2,DataType,0.16416666740551594
3676,Roberts_1995b_ultrathin_synapses_asym_quantitation_spine_cpu,DataType,0.16416666740551594
3677,NMO_Martone_2008_str_3,DataType,0.16416666740551594
3678,Roberts_1995b_ultrathin_synapses_sym_quantitation_dendr_cpu,DataType,0.16416666740551594
3679,NMO_Martone_2008_str_4,DataType,0.16416666740551594
3680,Roberts_1995b_ultrathin_synapses_sym_quantitation_spine_cpu,DataType,0.16416666740551594
3681,Eilam_2003_sections_NeuN_smallcells_quantitation_cpu,DataType,0.16416666740551594
3682,Rodrigues_2001_sections_TH_striatal_boutons_quantitation_cpu,DataType,0.16416666740551594
3683,Eilam_2003_sections_NeuN_mediumcells_quantitation_cpu,DataType,0.16416666740551594
3684,Salin_1990b_sections_som_cells_quantitation_cpu,DataType,0.16416666740551594
3685,Eilam_2003_sections_NeuN_cells_quantitation_cpu,DataType,0.16416666740551594
3686,Sirinathsinghji_1991_sections_preenk_neurons_quantitation_cpu,DataType,0.16416666740551594
3687,Hain_2016_sections_cells_quantitation_SN,DataType,0.16416666740551594
3688,Song_2013_sections_pv_neurons_quantitation_cpu,DataType,0.16416666740551594
3689,Klenowski_2016_young_slices_MSN_spines_quantitation_nacc_core,DataType,0.16416666740551594
3690,Zhang_2016_ultrathin_synapses_asym_quantitation_cpu_dendr,DataType,0.16416666740551594
3691,McNeill_1990_6m_sections_ChAT_neurons_quantitation_cpu_all,DataType,0.16416666740551594
3692,Zhang_2016_ultrathin_synapses_sym_quantitation_cpu_dendr,DataType,0.16416666740551594
3693,Neuhofer_2015_ultrathin_synapses_quantitation_nacc,DataType,0.16416666740551594
3694,Zhang_2016_ultrathin_synapses_sym_quantitation_cpu_soma,DataType,0.16416666740551594
3695,O'Kusky_1999_bl6-2_sections_neurons_quantitation_GP,DataType,0.16416666740551594
3696,Zhang_2016_ultrathin_synapses_asym_quantitation_cpu,DataType,0.16416666740551594
3697,O'Kusky_1999_bl6-2_sections_neurons_quantitation_STN,DataType,0.16416666740551594
3698,Zoli_1990_sections_GR_neurons_quantitation_cpu,DataType,0.16416666740551594
3699,O'Kusky_1999_Sv_sections_neurons_quantitation_GP,DataType,0.16416666740551594
3700,Pickel_2006_sections_D2R_terminals_quantitation_nacc_shell,DataType,0.16416666740551594
3701,O'Kusky_1999_Sv_sections_neurons_quantitation_STN,DataType,0.16416666740551594
3702,Pickel_2006_sections_CB1R_terminals_asym_quantitation_nacc_shell,DataType,0.16416666740551594
3703,Pickel_2006_sections_D2R_terminals_quantitation_nacc_core,DataType,0.16416666740551594
3704,Pickel_2006_sections_CB1R_terminals_sym_quantitation_nacc_shell,DataType,0.16416666740551594
3705,Pickel_2006_sections_CB1R_terminals_asym_quantitation_nacc_core,DataType,0.16416666740551594
3706,Pickel_2006_sections_D2R_terminals_asym_quantitation_nacc_shell,DataType,0.16416666740551594
3707,Pickel_2006_sections_CB1R_terminals_sym_quantitation_nacc_core,DataType,0.16416666740551594
3708,Pickel_2006_sections_D2R_terminals_sym_quantitation_nacc_shell,DataType,0.16416666740551594
3709,Pickel_2006_sections_D2R_terminals_asym_quantitation_nacc_core,DataType,0.16416666740551594
3710,Ratzka_2012_P0_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3711,Pickel_2006_sections_D2R_terminals_sym_quantitation_nacc_core,DataType,0.16416666740551594
3712,Ratzka_2012_P28_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3713,Roberts_1995_ultrathin_synapses_quantitation_str,DataType,0.16416666740551594
3714,Saal_2015_sections_TH_neurons_quantitation_SN,DataType,0.16416666740551594
3715,Roberts_1995_ultrathin_synapses_quantitation_spines_str,DataType,0.16416666740551594
3716,Saal_2015_sections_nissl_neurons_quantitation_SN,DataType,0.16416666740551594
3717,Roberts_1995_ultrathin_synapses_quantitation_dendr_str,DataType,0.16416666740551594
3718,Sunstroem_1987_sections_TH_neurons_quantitation_SNc,DataType,0.16416666740551594
3719,Roberts_1995_ultrathin_asym_synapses_quantitation_str,DataType,0.16416666740551594
3720,Walters_1999_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3721,Roberts_1995_ultrathin_asym_synapses_quantitation_spines_str,DataType,0.16416666740551594
3722,Westphal_2016_sections_th_neurons_quantitation_SN,DataType,0.16416666740551594
3723,Roberts_1995_ultrathin_asym_synapses_quantitation_dendr_str,DataType,0.16416666740551594
3724,vanBregt_2012_th_sections_neurons_quantitation_snc,DataType,0.16416666740551594
3725,Roberts_1995_ultrathin_sym_synapses_quantitation_str,DataType,0.16416666740551594
3726,Eilam_2003_1m_TH_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3727,Roberts_1995_ultrathin_sym_synapses_quantitation_spines_str,DataType,0.16416666740551594
3728,Eilam_2003_2m_TH_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3729,Roberts_1995_ultrathin_sym_synapses_quantitation_dendr_str,DataType,0.16416666740551594
3730,Eilam_2003_TH_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3731,Sizemore_2016_ultrathin_synapses_quantitation_snc,DataType,0.16416666740551594
3732,Komnig_2016b_sections_nissl_neurons_quantitation_SNc,DataType,0.16416666740551594
3733,Sizemore_2016_ultrathin_synapses_quantitation_snc,DataType,0.16416666740551594
3734,Lieb_1996_P14_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3735,Sturrock_1991_sections_neurons_quantitation_Gpi,DataType,0.16416666740551594
3736,Lieb_1996_P28_sections_TH_neurons_quantitation_sn,DataType,0.16416666740551594
3737,Sturrock_1991_sections_neurons_quantitation_STN,DataType,0.16416666740551594
3738,Lieb_1996_P63_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3739,Wissman_2012_female_ultrathin_synapses_sym_shaft_quantitation_nacc,DataType,0.16416666740551594
3740,Breckenridge_2013_study4_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3741,Wissman_2012_male_ultrathin_synapses_sym_shaft_quantitation_nacc,DataType,0.16416666740551594
3742,Breckenridge_2013_study4_sections_THneg_neurons_quantitation_snc,DataType,0.16416666740551594
3743,Zoli_1993_sections_DARPP-32_neurons_quantitation_cpu,DataType,0.16416666740551594
3744,Breckenridge_2013_study4_sections_all_neurons_quantitation_snc,DataType,0.16416666740551594
3745,Zoli_1993_sections_enk_neurons_quantitation_cpu,DataType,0.16416666740551594
3746,Breckenridge_2013_study5_sections_fluorescent_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3747,Zoli_1993_sections_GR_neurons_quantitation_cpu,DataType,0.16416666740551594
3748,Breckenridge_2013_study5_sections_fluorescent_all_neurons_snc,DataType,0.16416666740551594
3749,Rosen_2001_A/J_sections_neurons_quantitation_cpu,DataType,0.16416666740551594
3750,Purisai_2007_graphdata_sections_neurons_quantitation_snc,DataType,0.16416666740551594
3751,Rosen_2001_ABF2_sections_neurons_quantitation_cpu,DataType,0.16416666740551594
3752,Purisai_2007_graphdata_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3753,Rosen_2001_BALB/cJ_sections_neurons_quantitation_cpu,DataType,0.16416666740551594
3754,Andreassen_2000_sections_ppSS_neurons_quantitation_cpu,DataType,0.16416666740551594
3755,Rosen_2001_BXD5_sections_neurons_quantitation_cpu,DataType,0.16416666740551594
3756,Andreassen_1999_sections_ppe_neurons_quantitation_cpu,DataType,0.16416666740551594
3757,Rosen_2001_C57BL/6J_sections_neurons_quantitation_cpu,DataType,0.16416666740551594
3758,Busceti_2008_PN1_sections_TH_neurons_quantitation_cpu,DataType,0.16416666740551594
3759,Rosen_2001_DBA/2J_sections_neurons_quantitation_cpu,DataType,0.16416666740551594
3760,Busceti_2008_PN8_sections_TH_neurons_quantitation_cpu,DataType,0.16416666740551594
3761,Oorschot_2013_ultrathin_MSN_synapses_quantitation_str,DataType,0.16416666740551594
3762,Busceti_2008_PN16_sections_TH_neurons_quantitation_cpu,DataType,0.16416666740551594
3763,Barcia_2012_sections_NADPH_neurons_quantitation_cpu,DataType,0.16416666740551594
3764,NMO_Henny_2013_ultrathin_VGAT_terminals_quantitation_snc,DataType,0.16416666740551594
3765,Champy_2003_sections_TH_neurons_quantitation,DataType,0.16416666740551594
3766,Janis_2008_sections_TH_neurons_quantitation_SN,DataType,0.16416666740551594
3767,Kang_2010_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3768,Komnig_2016b_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3769,Ma_2009_mountedsections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3770,McCormack_2002_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3771,McCormack_2002_sections_TH_nissl_quantitation_snc,DataType,0.16416666740551594
3772,Olson_2015_sections_CD11b_cells_quantitation_sn,DataType,0.16416666740551594
3773,Panneton_2010_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3774,Panneton_2010_sections_nissl_neurons_quantitation_snc,DataType,0.16416666740551594
3775,Panneton_2010_sections_nissl_neurons_quantitation_snr,DataType,0.16416666740551594
3776,Price_2009_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3777,Taylor_2014_30m_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3778,Taylor_2014_6m_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3779,Vidyadhara_2017_c57bl/6_sections_th_neurons_quantitation,DataType,0.16416666740551594
3780,Vidyadhara_2017_cd1_sections_th_neurons_quantitation_snc,DataType,0.16416666740551594
3781,Vidyadhara_2017_F1-1_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3782,Vu_2000_sections_TH_neurons_quantitation_sn,DataType,0.16416666740551594
3783,Winter_2007_sections_TH_neurons_quantitation_snc_right,DataType,0.16416666740551594
3784,Winter_2007_sections_TH_neurons_quantitation_left,DataType,0.16416666740551594
3785,Aguirre_1999_sections_nonneuron_quantitation_sn,DataType,0.16416666740551594
3786,Aguirre_1999_sections_TH_neurons_quantitation_sn,DataType,0.16416666740551594
3787,Aguirre_1999_sections_Thneg_neurons_quantitation_sn,DataType,0.16416666740551594
3788,Alexi_1996_sections_calb_neurons_quantitation_SN,DataType,0.16416666740551594
3789,Alexi_1996_sections_calr_neurons_quantitation_SN,DataType,0.16416666740551594
3790,Bostanci_2008_sections_neurons_quantitation_left,DataType,0.16416666740551594
3791,Bostanci_2008_sections_neurons_quantitation_right,DataType,0.16416666740551594
3792,Bostanci_2013_sections_neurons_quantitation_left,DataType,0.16416666740551594
3793,Bostanci_2013_sections_neurons_quantitation_sn_right,DataType,0.16416666740551594
3794,Bostanci_2010_sections_neurons_quantitation_sn_left,DataType,0.16416666740551594
3795,Bostanci_2010_sections_neurons_quantitation_right,DataType,0.16416666740551594
3796,Breckenridge_2013_study5_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3797,Bukhatwa_2009_sections_FG_neurons_quantitation_normal_sn_left,DataType,0.16416666740551594
3798,Bukhatwa_2009_sections_FG_neurons_normal_quantitation_right_sn,DataType,0.16416666740551594
3799,Chadi_1993_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3800,Chadi_1993_sections_GFAP_cells_quantitation_snc,DataType,0.16416666740551594
3801,Asyyed_2006_sections_xgal_neurons_quantitation_snr,DataType,0.16416666740551594
3802,Asyyed_2006_sections_xgal_neurons_quantitation_snc,DataType,0.16416666740551594
3803,Chalimoniuk_2006_nNOS_sections_neurons_quantitation_snc,DataType,0.16416666740551594
3804,Chalimoniuk_2006_TH_sections_neurons_quantitation_snc,DataType,0.16416666740551594
3805,Gomide_2005b_sections_TH_neurons_quantitation_snc,DataType,0.16416666740551594
3806,Guyenet_1981_sections_Thneg_EB_neurons_quantitation_sn,DataType,0.16416666740551594
3807,Hage_2016_live_slices_spines_quantitation_sn,DataType,0.16416666740551594
3808,Hage_2016_juxta_young_slices_spines_quantitation_sn,DataType,0.16416666740551594
3809,Hage_2016_juxta_slices_spines_quantitation_sn,DataType,0.16416666740551594
3810,Lorenc-Koci_2011_sections_TH_neurons_quantitation_SN,DataType,0.16416666740551594
3811,McArthur_2016_male,Experiment,0.16379385991021994
3812,McArthur_2016_female,Experiment,0.16379385991021994
3813,Liquid freon,Solution,0.16358188924932623
3814,Horse antibody,Reporter,0.1631547627039254
3815,Unspecified anti MOR,Reporter,0.1631547627039254
3816,Rabbit antibody_biotin,Reporter,0.1631547627039254
3817,C3H,Strain,0.1631356876532664
3818,AKR,Strain,0.1631356876532664
3819,C57L,Strain,0.1631356876532664
3820,AKR/J,Substrain,0.1631356876532664
3821,C57L/J,Substrain,0.1631356876532664
3822,Rabbit anti FGF-2,Reporter,0.1627499997150153
3823,"Dendritic spines, thin",NeuralStructure,0.1627499997150153
3824,Rabbit anti FGF-1,Reporter,0.1627499997150153
3825,Cullity_2018_DRD1P70M_sections_neurons_quantitation_cpu,DataType,0.1627499997150153
3826,Goat anti rabbit_texas red,Reporter,0.1627499997150153
3827,Cullity_2018_DRD2P17F_sections_neurons_quantitation_cpu,DataType,0.1627499997150153
3828,Donkey anti mouse_alexa 568,Reporter,0.1627499997150153
3829,Cullity_2018_DRD2P17M_sections_neurons_quantitation_cpu,DataType,0.1627499997150153
3830,Goat anti ChAT,Reporter,0.1627499997150153
3831,Cullity_2018_DRD2P25F_sections_neurons_quantitation_cpu,DataType,0.1627499997150153
3832,Unspecified anti 5-HT,Reporter,0.1627499997150153
3833,Cullity_2018_DRD2P25M_sections_neurons_quantitation_cpu,DataType,0.1627499997150153
3834,Unspecified anti rabbit,Reporter,0.1627499997150153
3835,Cullity_2018_DRD2P35F_sections_neurons_quantitation_cpu,DataType,0.1627499997150153
3836,Rabbit anti GFAP,Reporter,0.1627499997150153
3837,Cullity_2018_DRD2P35M_sections_neurons_quantitation_cpu,DataType,0.1627499997150153
3838,Mouse anti NeuN,Reporter,0.1627499997150153
3839,Cullity_2018_DRD2P49F_sections_neurons_quantitation_cpu,DataType,0.1627499997150153
3840,Mouse anti p75 neurotrophin receptor,Reporter,0.1627499997150153
3841,Cullity_2018_DRD2P49M_sections_neurons_quantitation_cpu,DataType,0.1627499997150153
3842,Mouse anti ChAT,Reporter,0.1627499997150153
3843,Cullity_2018_DRD2P70F_sections_neurons_quantitation_cpu,DataType,0.1627499997150153
3844,Mouse anti DARPP-32,Reporter,0.1627499997150153
3845,Cullity_2018_DRD2P70M_sections_neurons_quantitation_cpu,DataType,0.1627499997150153
3846,Rabbit anti TrkA,Reporter,0.1627499997150153
3847,Fukui_1989_sections_5HT_boutons_quantitation_cpu,DataType,0.1627499997150153
3848,Rat anti dopamine 1 receptor,Reporter,0.1627499997150153
3849,Gomes_2015_sections_GFAP_cells_quantitation_cpu,DataType,0.1627499997150153
3850,Unspecified anti rat_biotin,Reporter,0.1627499997150153
3851,Gomes_2015_sections_Iba1_active_cells_quantitation_cpu,DataType,0.1627499997150153
3852,Unspecified anti goat_fluo,Reporter,0.1627499997150153
3853,Gomes_2015_sections_Iba1_all_cells_quantitation_cpu,DataType,0.1627499997150153
3854,Rabbit anti trka,Reporter,0.1627499997150153
3855,Gomes_2015_sections_Iba1_resting_cells_quantitation_cpu,DataType,0.1627499997150153
3856,Unspecified anti NPY,Reporter,0.1627499997150153
3857,Gomes_2015_sections_neun_neurons_quantitation_cpu,DataType,0.1627499997150153
3858,D1 oligo_unspecified label,Reporter,0.1627499997150153
3859,Gomide_2005b_sections_GFAP_cells_quantitation_str,DataType,0.1627499997150153
3860,D1 oligo_unspecified label2,Reporter,0.1627499997150153
3861,Gomide_2005b_sections_OX-42_cells_quantitation_str,DataType,0.1627499997150153
3862,Rabbit anti PV,Reporter,0.1627499997150153
3863,Grosse_2005_sections_chat_neurons_quantitation_cpu,DataType,0.1627499997150153
3864,Itzev_2008_Emdetails,ElectronMicroscopeDetail,0.1627499997150153
3865,Larsson_2001_sections_ChAT_neurons_quantitation_cpu,DataType,0.1627499997150153
3866,Pickel_1998_Emdetails,ElectronMicroscopeDetail,0.1627499997150153
3867,Larsson_2001_sections_DARPP_neurons_quantitation_cpu,DataType,0.1627499997150153
3868,Pickel_2006_Emdetails,ElectronMicroscopeDetail,0.1627499997150153
3869,Larsson_2001_sections_NPY_neurons_quantitation_cpu,DataType,0.1627499997150153
3870,Baquet_2009_sections_2dmodel_TH_neurons_quantitation_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3871,Larsson_2001_sections_p75_neurons_quantitation_cpu,DataType,0.1627499997150153
3872,Chan_1997_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3873,Larsson_2001_sections_PV_neurons_quantitation_cpu,DataType,0.1627499997150153
3874,Grieb_2013_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3875,Larsson_2001_sections_TrkA_neurons_quantitation_cpu,DataType,0.1627499997150153
3876,Hermann_2013_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3877,Mu_2014_sections_D1_spines_quantitation_cpu,DataType,0.1627499997150153
3878,Ip_2017_imageJ_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3879,Mu_2014_sections_D2_spines_quantitation_cpu,DataType,0.1627499997150153
3880,Ip_2017_stereology_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3881,Smith_2008_sections_PV_neurons_quantitation_cpu,DataType,0.1627499997150153
3882,Oorscot_1996_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3883,Peterson_1999_sections_ChAT_neurons_quantitation_cpu,DataType,0.1627499997150153
3884,Simkins_2012_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3885,Peterson_1999_sections_trka_neurons_quantitation_cpu,DataType,0.1627499997150153
3886,Vu_2000_pilot_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3887,Oorschot_1996_sections_neurons_quantitation_cpu,DataType,0.1627499997150153
3888,Andrews_2005_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3889,Padungchaichot_1999_sections_NPY_neurons_quantitation_cpu,DataType,0.1627499997150153
3890,Korkmaz_2012_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3891,Petersen_2000_sections_D1_neurons_quantitation_cpu,DataType,0.1627499997150153
3892,Purisai_2007_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3893,Ramaswamy_2009_sections_neurons_quantitation_str,DataType,0.1627499997150153
3894,Shaw_2010_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3895,Rymar_2004_sections_CR_neurons_quantitation_cpu,DataType,0.1627499997150153
3896,Walker_2012b_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3897,Saraceno_2012_sections_cb_neurons_quantitation_cpu,DataType,0.1627499997150153
3898,Wild_2013_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3899,Sharpe_1998_adult_ultrathin_synapses_quantitation_cpu,DataType,0.1627499997150153
3900,Fukui_1989_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3901,Sharpe_1998_adult_ultrathin_synapses_dendr_quantitation_cpu,DataType,0.1627499997150153
3902,Grosse_2005_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3903,Sharpe_1998_adult_ultrathin_synapses_spines_quantitation_cpu,DataType,0.1627499997150153
3904,Larsson_2001_LFMdetails2,LightFluorescenceMicroscopeDetail,0.1627499997150153
3905,Sharpe_1998_P10_ultrathin_synapses_quantitation_cpu,DataType,0.1627499997150153
3906,Smith_2008_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3907,Sharpe_1998_P10_ultrathin_synapses_dendr_quantitation_cpu,DataType,0.1627499997150153
3908,Padungchaichot_1999_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3909,Sharpe_1998_P10_ultrathin_synapses_spines_quantitation_cpu,DataType,0.1627499997150153
3910,Petersen_2000_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3911,Sharpe_1998_P15_ultrathin_synapses_quantitation_cpu,DataType,0.1627499997150153
3912,Ramaswamy_2009_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3913,Sharpe_1998_P15_ultrathin_synapses_dendr_quantitation_cpu,DataType,0.1627499997150153
3914,Rymar_2004_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3915,Sharpe_1998_P15_ultrathin_synapses_spines_quantitation_cpu,DataType,0.1627499997150153
3916,Saraceno_2012_LFMdetails,LightFluorescenceMicroscopeDetail,0.1627499997150153
3917,Sharpe_1998_P21_ultrathin_synapses_quantitation_cpu,DataType,0.1627499997150153
3918,Baquet_2009_sections_recon-2D_TH_neurons_distribution_snc,Distribution,0.1627499997150153
3919,Sharpe_1998_P21_ultrathin_synapses_dendr_quantitation_cpu,DataType,0.1627499997150153
3920,Itzev_2008_ultrathinsections_ADS,DataType,0.1627499997150153
3921,Sharpe_1998_P21_ultrathin_synapses_spines_quantitation_cpu,DataType,0.1627499997150153
3922,Itzev_2008_ultrathinsections_ASS_cpu,DataType,0.1627499997150153
3923,Yalcin-Cakmakli_2018_15m_sections_chat_neurons_quantitation_cpu,DataType,0.1627499997150153
3924,Itzev_2008_ultrathinsections_DS_cpu,DataType,0.1627499997150153
3925,Yalcin-Cakmakli_2018_3m_sections_chat_neurons_quantitation_cpu,DataType,0.1627499997150153
3926,Khudoerkov_2014_TH-_neurons_quantitation_SNC,DataType,0.1627499997150153
3927,Yalcin-Cakmakli_2018_3m_sections_pv_neurons_quantitation_cpu,DataType,0.1627499997150153
3928,Khudoerkov_2014_TH-_neurons_quantitation_SNR,DataType,0.1627499997150153
3929,Xu_2007_p10_sections_ppt_neurons_quantitation_cpu,DataType,0.1627499997150153
3930,Lolova_1995_3m_sections_nissl_neurons_quantitation_snc,DataType,0.1627499997150153
3931,Xu_2007_p20_sections_ppt_neurons_quantitation_cpu,DataType,0.1627499997150153
3932,Lolova_1995_3m_sections_nissl_small_neurons_quantitation_snc,DataType,0.1627499997150153
3933,Xu_2007_p30_sections_ppt_neurons_quantitation_cpu,DataType,0.1627499997150153
3934,Lolova_1995_3m_sections_nissl_medium_neurons_quantitation_snc,DataType,0.1627499997150153
3935,Xu_2007_p60_sections_ppt_neurons_quantitation_cpu,DataType,0.1627499997150153
3936,Lolova_1995_3m_sections_nissl_large_neurons_quantitation_snc,DataType,0.1627499997150153
3937,Klenowski_2016_young_slices_MSN_spines_quantitation_nacc_shell,DataType,0.1627499997150153
3938,Lolova_1995_3m_sections_nissl_small_neurons_quantitation_snr,DataType,0.1627499997150153
3939,Pickel_1998_sections_NPY_axonterminals_quantitation_nacc_shell,DataType,0.1627499997150153
3940,Lolova_1995_3m_sections_nissl_medium_neurons_quantitation_snr,DataType,0.1627499997150153
3941,Pickel_2006_sections_CB1R_terminals_quantitation_nacc_shell,DataType,0.1627499997150153
3942,Lolova_1995_3m_sections_nissl_large_neurons_quantitation_snr,DataType,0.1627499997150153
3943,Purisai_2007_sections_neurons_quantitation_SNc,DataType,0.1627499997150153
3944,Lolova_1995_3m_sections_nissl_neurons_quantitation_snr,DataType,0.1627499997150153
3945,Rodrigues_2001_sections_TH_neurons_quantitation_SNc,DataType,0.1627499997150153
3946,Lolova_1995_12m_sections_nissl_small_neurons_quantitation_snc,DataType,0.1627499997150153
3947,Shaw_2010_sections_TH_neurons_quantitation_SNc,DataType,0.1627499997150153
3948,Lolova_1995_12m_sections_nissl_medium_neurons_quantitation_snc,DataType,0.1627499997150153
3949,Tatenhorst_2014_sections_neurons_quantitation_SNc,DataType,0.1627499997150153
