e_uid,region1_nomenclature1,region_nomenclature2,topological_relation,annotation,reference,url,id,v_uid,v_uuid,v_lastmodified,v_status,v_lastmodified_epoch
483,Nucleus prepositus (Swanson-1998),Nucleus prepositus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),488,483,13a3e38e-b77e-56d8-9fb3-1de97e4a25fb,2016-05-09 16:57:11,C,1.4628130310509E9
418,Central linear nucleus raphe (Swanson-1998),Field CA3 stratum lucidum (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),565,418,e33fe98d-a9d3-58b6-898b-51cc62dfa274,2016-05-09 16:57:11,C,1.4628130310509E9
833,Bed nuclei of the stria terminalis posterior division principal nucleus (Swanson-1992),Bed nucleus of the stria terminalis medial division posterior part small celled column (de Olmos -1985),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1823,833,6319a428-8a56-5b9b-87e9-5b8985fdacda,2016-05-09 16:57:11,C,1.4628130310509E9
267,Ventral anterior-lateral complex of the thalamus (Swanson-1998),Ventral anterior-lateral complex of the thalamus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),98,267,9e306561-da44-5163-bc7a-4222eb0107a0,2016-05-09 16:57:11,C,1.4628130310509E9
201,Bed nuclei of the stria terminalis anterior division dorsomedial nucleus (Swanson-1998),Bed nuclei of the stria terminalis dorsomedial nucleus (Swanson-2004),is contained,Collator note: the Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas"; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),112,201,c1da55f7-7558-51dc-b3b6-ae43d619b6bc,2016-05-09 16:57:11,C,1.4628130310509E9
988,Bed nucleus of stria terminalis group a (Bleier),Bed nuclei of the stria terminalis posterior division dorsal nucleus (Swanson-1998),overlap,Collator note: comparison between Figure T4-T6 (36; page 522 ) and Atlas Plates 18-20. This relationship is an approximation; has to be checked with Nissl stain and cutting angles.,Geeraedts L.M.G.; Nieuwenhuys R. & Veening J.G.; (1990),http://www.ncbi.nlm.nih.gov/pubmed/2341624,13950,988,66c59191-78dc-58c7-a80f-220e30fc0cd9,2016-05-09 16:57:11,C,1.4628130310509E9
348,Substantia gelatinosa of the spinal cord (Swanson-1998),Substantia gelatinosa of the spinal cord (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),610,348,ad29559f-b591-5372-80fe-ad7545e7cc9e,2016-05-09 16:57:11,C,1.4628130310509E9
254,Paramedian lobule (Swanson-1998),Paramedian lobule (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),830,254,998ac95d-0472-59b7-87cf-42bbbaeac213,2016-05-09 16:57:11,C,1.4628130310509E9
240,Nodulus (X) (Swanson-1998),Nodulus (X) (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),814,240,5963d013-00ef-5e39-80c5-f9600f19fe27,2016-05-09 16:57:11,C,1.4628130310509E9
810,Bed nuclei of the stria terminals anterior division ventral nucleus (Swanson-1992),Bed nucleus of the stria terminalis medial division posterior part large celled column (de Olmos -1985),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. The authors are not sure about this relation; hence the the question mark in the table.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1820,810,229a9b37-a441-5d25-8cfb-a445cc8b9a7f,2016-05-09 16:57:11,C,1.4628130310509E9
364,Nucleus of the trapezoid body (Swanson-1998),Nucleus of the trapezoid body (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),468,364,299b93ce-f8e5-570f-b27a-f544a38bb49e,2016-05-09 16:57:11,C,1.4628130310509E9
513,Anteroventral periventricular nucleus (Swanson-1998),Anteroventral periventricular nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),231,513,9525c233-abb6-56d4-a39f-75cdf386c9d0,2016-05-09 16:57:11,C,1.4628130310509E9
579,Medullary reticular nucleus dorsal part (Swanson-1998),Medullary reticular nucleus dorsal part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),606,579,14a8d360-5d68-5bea-a862-240c690ccd82,2016-05-09 16:57:11,C,1.4628130310509E9
65,Orbital area ventrolateral part (Swanson-1998),Orbital area ventrolateral part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),764,65,dabf5fb7-47bd-5b9f-b8cc-4aa2a95da382,2016-05-09 16:57:11,C,1.4628130310509E9
2,Primary somatosensory area lower limb (Swanson-1998),Primary somatosensory area lower limb (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),684,2,01d5375e-ba1a-522b-afa3-be41126a8efb,2016-05-09 16:57:11,C,1.4628130310509E9
986,Bed nucleus of stria terminalis group d (Bleier),Bed nucleus of the stria terminalis subarea 4 (Geeraedts),overlap,Within the BST five cytoarchitectonic subareas can reliably be identified. These subareas correspond roughly with the cell groups a-e of the BST of Bleier et al. ('79); respectively. Collator note: we assumed the most general topological relationship between these two regions; that of "overlap".,Geeraedts L.M.G.; Nieuwenhuys R. & Veening J.G.; (1990),http://www.ncbi.nlm.nih.gov/pubmed/2341624,13953,986,00f65a65-d896-50e3-b6d1-c6985931ac5a,2016-05-09 16:57:11,C,1.4628130310509E9
181,Central nucleus of amygdala lateral part (Swanson-1998),Central nucleus of amygdala lateral part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),258,181,7ac4f740-5977-5981-b65c-4662461a7639,2016-05-09 16:57:11,C,1.4628130310509E9
494,Precommissural nucleus (Swanson-1998),Precommissural nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),540,494,cbe554fb-588b-5384-8de3-f58e88506977,2016-05-09 16:57:11,C,1.4628130310509E9
846,Bed nuclei of the stria terminalis posterior division transverse nucleus (Swanson-1992),Bed nucleus of the stria terminalis medial division posterior part medium celled column (de Olmos -1985),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1825,846,f4269967-f4d6-58df-a54a-c46c9120b9b2,2016-05-09 16:57:11,C,1.4628130310509E9
87,Subiculum dorsal part stratum radiatum (Swanson-1998),Subiculum dorsal part stratum radiatum (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),719,87,932bfdc9-d3dd-55be-8c17-fe47bbe28b77,2016-05-09 16:57:11,C,1.4628130310509E9
382,Parabrachial nucleus lateral division ventral lateral part (Swanson-1998),Parabrachial nucleus lateral division ventral lateral part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),512,382,ffeafe46-0bb7-513b-91ae-f08960cebff7,2016-05-09 16:57:11,C,1.4628130310509E9
769,Bed nuclei of the stria terminalis anterior division anterodorsal area (Swanson-1992),Bed nuclei of the stria terminalis anteromedial area (Swanson-2004),is contained,Collator note: the Swanson 2004 nomenclature is very similar to Swanson 1992 version. For changes that were performed between Swanson 1992 and 2004 versions; please check "Changes to the original Atlas"; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),1811,769,b597436e-d398-5627-a29c-7e02e0657f5e,2016-05-09 16:57:11,C,1.4628130310509E9
624,Intermediolateral column of the spinal cord parasympathetic column (Swanson-1998),Intermediolateral spinal column; sacral division (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),625,624,36d9513e-656f-5b3a-9e02-70967717006c,2016-05-09 16:57:11,C,1.4628130310509E9
77,Entorhinal area medial part; ventral zone (Swanson-1998),Entorhinal area medial part; ventral zone (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),48,77,d1613588-1a98-5450-aff6-3fa33ba97f3b,2016-05-09 16:57:11,C,1.4628130310509E9
222,Central lobule; lobule III (Swanson-1998),Central lobule; lobule III (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),796,222,9adb777f-5868-5735-8530-2fbe1bcf4417,2016-05-09 16:57:11,C,1.4628130310509E9
285,Anteroventral nucleus of thalamus (Swanson-1998),Anteroventral nucleus of thalamus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),56,285,a83626ec-bca8-5ef1-b801-3f0f7dc02858,2016-05-09 16:57:11,C,1.4628130310509E9
275,Subparafascicular nucleus parvicellular part (Swanson-1998),Subparafascicular nucleus parvicellular part lateral division (Swanson-2004),contains,Collator note: the Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas"; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),354,275,69b40df5-9145-53a0-96f8-a7324504b54e,2016-05-09 16:57:11,C,1.4628130310509E9
119,Dentate gyrus medial blade (Swanson-1998),Dentate gyrus medial blade (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),753,119,510e593e-f2d0-523a-96e3-9069f76c87da,2016-05-09 16:57:11,C,1.4628130310509E9
826,Bed nuclei of the stria terminals anterior division fusiform nucleus (Swanson-1992),Ventral lateral subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),identical,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. BSTVL appears only in this relationship; therefore these two nuclei are assumed identical. See also Moga et al.; 1989.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1819,826,b86bbe91-552f-553a-a7bf-6143fe12b207,2016-05-09 16:57:11,C,1.4628130310509E9
44,Nucleus of the lateral olfactory tract dorsal cap (Swanson-1998),Nucleus of the lateral olfactory tract dorsal cap (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),675,44,f4db8b8f-481a-594a-a363-c36654b778db,2016-05-09 16:57:11,C,1.4628130310509E9
177,Septofimbrial nucleus (Swanson-1998),Septofimbrial nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),400,177,bdae3c8f-bc80-5bfc-8ec6-0045436c0ce8,2016-05-09 16:57:11,C,1.4628130310509E9
886,Ventral part of the medial bed nucleus of the stria terminalis (de Olmos - 1995),Bed nuclei of the stria terminals anterior division dorsomedial nucleus (Swanson-1992),contains,Collator note: this relation is not explicitely stated; nor described; in the text. It was extracted from Table V page 561.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13971,886,507c0e30-f383-5989-a50f-b6464f227676,2016-05-09 16:57:11,C,1.4628130310509E9
59,Prelimbic area (Swanson-1998),Prelimbic area (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),767,59,81bc0537-e1b1-5101-bccf-8d9cc9c34d0e,2016-05-09 16:57:11,C,1.4628130310509E9
792,Bed nuclei of the stria terminals anterior division dorsomedial nucleus (Swanson-1992),Ventral bed nucleus of the stria terminalis (de Olmos -1985),is contained,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,1817,792,b2a79df6-8121-5919-96de-199a517b2fcb,2016-05-09 16:57:11,C,1.4628130310509E9
487,Nucleus y (Swanson-1998),Nucleus y (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),492,487,54420132-adbd-5c20-b2b9-32c6d735c8fa,2016-05-09 16:57:11,C,1.4628130310509E9
639,Bed nuclei of the stria terminalis rhomboid nucleus (Swanson-1998),bed nucleus of the stria terminalis; lateral division; posterior part (Paxinos/Watson-1998),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),111,639,f4e53f93-913b-50aa-bfdf-1ecfe0ea9a84,2016-05-09 16:57:11,C,1.4628130310509E9
42,Nucleus of the lateral olfactory tract molecular layer (Swanson-1998),Nucleus of the lateral olfactory tract molecular layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),673,42,6d8657d7-730c-5395-938f-3d92e1fec5a7,2016-05-09 16:57:11,C,1.4628130310509E9
565,Dorsal terminal nucleus of the accessory optic tract (Swanson-1998),Dorsal terminal nucleus of the accessory optic tract (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),437,565,83de92a5-fe17-5c29-b69f-0cdff873b964,2016-05-09 16:57:11,C,1.4628130310509E9
851,Bed nuclei of the stria terminalis posterior division strial extension (Swanson-1992),bed nucleus of stria terminalis; supracapsular part (Paxinos/Watson-1998),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),1828,851,d85054b6-088d-5aa8-9d15-d67a42c6ea93,2016-05-09 16:57:11,C,1.4628130310509E9
960,Bed nuclei of the stria terminalis medial division (Krettek & Price),Bed nucleus of the stria terminalis dorsolateral nucleus (Ju/Swanson),overlap,It appears to us that what Krettek and Price included within their medial subdivision may correspond to our dorsal and ventral areas of the anterior division; as well as a part of the posterior division; an area that together includes a great; variety of cytoarchitectonically defined structures; their cytoarchitectonic description for this division applies to only a small part of their medial subdivision; corresponding to our principal (encapsulated) nucleus of the posterior division.,Ju G. & Swanson L.W. (I); (1989),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=2708568,13817,960,1bda2c1c-dd45-53a4-9bb1-0f461d2e0316,2016-05-09 16:57:11,C,1.4628130310509E9
910,Dorsal part of the lateral bed nucleus of the stria terminalis central portion (de Olmos - 1995),Bed nucleus of the stria terminals lateral subdivision (McDonald),contains,Collator note: it is unclear from the text and Table VI.A  how the graphic comparison was performed and the topological relation was established. The relation "is included" was inferred by the collator.,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13981,910,f496124a-bdcc-5815-9376-ebb19b0c52e9,2016-05-09 16:57:11,C,1.4628130310509E9
736,Bed nuclei of the stria terminalis juxtacapsular nucleus (Swanson-1998),Juxtacapsular subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),identical,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. BSTJXC appears only in this relationship; therefore these two nuclei are assumed identical.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,110,736,4d31b329-efd4-5611-b2f2-358433d751ac,2016-05-09 16:57:11,C,1.4628130310509E9
950,Juxtacapsular part of the lateral bed nucleus of the stria terminalis (de Olmos - 1995),Juxtacapsular subnucleus of bed nucleus of stria terminalis (Moga-Fulwiler-Saper),identical,The relationship appears only listed in Table VI.A.; page 566; and no description is provided. It was interpreted as "identical".,Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),http://scholar.google.com/scholar?hl=en&q=Alheid G.F; de Olmos J.S. & Beltramino C.A.; (1995),13985,950,7ca3badc-1e68-56e2-a5c8-07bfd344bbb5,2016-05-09 16:57:11,C,1.4628130310509E9
172,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone medial region ventral domain (Swanson-1998),Lateral septal nucleus rostral (rostroventral) part dorsolateral zone medial region ventral domain (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),395,172,e3d3c350-92d9-5f59-ac1e-a972bbcd0f89,2016-05-09 16:57:11,C,1.4628130310509E9
473,Lateral reticular nucleus (Swanson-1998),Lateral reticular nucleus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),857,473,2d3f3cb7-9e3f-52a3-b013-744c47b868ba,2016-05-09 16:57:11,C,1.4628130310509E9
970,Bed nucleus of stria terminalis group b (Bleier),Bed nucleus of the stria terminalis anterolateral area (Ju/Swanson),contains,Their group b belongs to our anterolateral area...,Ju G. & Swanson L.W. (I); (1989),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=2708568,13951,970,d1d7cc82-e3ab-5689-91f3-f9322e4b3e3d,2016-05-09 16:57:11,C,1.4628130310509E9
154,Lateral septal nucleus caudal (caudodorsal) part ventral zone medial region ventral domain (Swanson-1998),Lateral septal nucleus caudal (caudodorsal) part ventral zone medial region ventral domain (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),376,154,7f38ae4f-faed-58ea-be33-efee46cb2f37,2016-05-09 16:57:11,C,1.4628130310509E9
258,Paraflocculus (Swanson-1998),Paraflocculus (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),834,258,201b326a-f18d-57b3-b84d-99540233ad45,2016-05-09 16:57:11,C,1.4628130310509E9
437,Medial preoptic nucleus central part (Swanson-1998),Medial preoptic nucleus central part (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),284,437,ed92729b-4445-5bf4-aa4e-d12fb9d27a26,2016-05-09 16:57:11,C,1.4628130310509E9
968,Bed nuclei of the stria terminalis principal nucleus (Dong-2007),Nucleus accumbens (Bleier),overlap,... the part labeled “AC” (nucleus accumbens) in their Plate 2 is clearly part of the BST.,Ju G. & Swanson L.W. (I); (1989),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=2708568,13192,968,7d3fc8e1-2157-5033-bb52-b339ae27537c,2016-05-09 16:57:11,C,1.4628130310509E9
109,Field CA3 stratum radiatum (Swanson-1998),Field CA3 stratum radiatum (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),6968,109,3b1e1356-de33-59f1-aeb2-ff0eb16e69c6,2016-05-09 16:57:11,C,1.4628130310509E9
692,Bed nuclei of the stria terminalis anterior division ventral nucleus (Swanson-1998),Lateral column of the posterior part of the medial bed nucleus of the stria terminalis (de Olmos - 1995),overlap,Collator note: this relation is extracted from Figure 2 page 197. Details about the comparison can be found in cited references. The authors are unsure about this relationship; therefore they marked it accordingly in the Table.,Dong H.; Petrovich G.D.; Swanson L.W.; (2001),http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=11750933,115,692,b653ab72-7e4a-5eed-9c19-487fd02f9a49,2016-05-09 16:57:11,C,1.4628130310509E9
111,Dentate gyrus crest (Swanson-1998),Dentate gyrus crest (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),745,111,0d3c427c-f927-5c4e-a825-cf9fcf745251,2016-05-09 16:57:11,C,1.4628130310509E9
652,Bed nucleus of the stria terminalis principal (encapsulated)  nucleus (Ju/Swanson),Bed nucleus of the stria terminalis (de Olmos - 1995),contains,Pr; the principal nucleus of Ju and Swanson (1989) appears to encompass our medial column of the posterior medial bed nucleus and a substantial of the intermediate column of the current account.,Barry G.E.; Wray; S.; (1985),http://scholar.google.com/scholar?hl=en&q=Barry G.E.; Wray; S.; (1985),13928,652,adb1eb7a-e71d-58d7-940b-d3f6655cb2bc,2016-05-09 16:57:11,C,1.4628130310509E9
20,Anterior olfactory nucleus dorsal part molecular layer (Swanson-1998),Anterior olfactory nucleus dorsal part molecular layer (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),641,20,7ee2e208-e872-54d9-aa6b-8634ba586f9d,2016-05-09 16:57:11,C,1.4628130310509E9
125,Layer 6b; isocortex (Swanson-1998),Layer 6b; isocortex (Swanson-2004),identical,Collator note: Swanson 2004 nomenclature is very similar to Swanson 1998 version. For changes that were performed between Swanson 1998 and 2004 versions; please check "Changes to the original Atlas" ; page 7.,Swanson L.W.; (2004),http://scholar.google.com/scholar?hl=en&q=Swanson L.W.; (2004),776,125,2f6ec8d7-ab81-5778-8d08-bc5c27e4c227,2016-05-09 16:57:11,C,1.4628130310509E9
