,ID,First_author,Published,Title,Journal,Species
990,993,"Zhao, F",2002,Ultrastructural and MRI study of the substantia nigra evolving exofocal post-ischemic neuronal death in the rat.,119,Rat
991,994,"Zheng, JS",2005,Delayed gene therapy of glial cell line-derived neurotrophic factor is efficacious in a rat model of Parkinson's disease.,21,Rat
992,995,"Zheng, L",2014,[Protective effect of alkaloids from Piper longum in rat dopaminergic neuron injury of 6-OHDA-induced Parkinson's disease]. [Chinese],,
993,996,"Zheng, LF",2013,Alterations in TH- and ChAT-immunoreactive neurons in the DMV and gastric dysmotility in an LPS-induced PD rat model.,222,Rat
994,997,"Zheng, X",2018,A Comparative study for striatal-direct and -indirect pathway neurons to DA depletion-induced lesion in a PD rat model.,86,Rat
995,998,"Zhou, HX",2017,Preventive and therapeutic effect of simvastatin on secondary inflammatory damage of rats with cerebral hemorrhage.,223,Rat
996,999,"Zhou, J",1994,The response of human and rat fetal ventral mesencephalon in culture to the brain-derived neurotrophic factor treatment.,21,Rat
997,1000,"Zhou, X",2016,Effect of the sonic hedgehog receptor smoothened on the survival and function of dopaminergic neurons.,18,Mouse
998,1001,"Zhou, XF",1994,Localization of neurotrophin-3-like immunoreactivity in the rat central nervous system.,21,Rat
999,1002,"Zhou, ZW",2011,"The glutaminergic, GABAergic, dopaminergic but not cholinergic neurons are susceptible to anaesthesia-induced cell death in the rat developing brain.",11,Rat
1000,1003,"Zhu, HC",2012,"Gastrointestinal dysfunction in a Parkinson's disease rat model and the changes of dopaminergic, nitric oxidergic, and cholinergic neurotransmitters in myenteric plexus.[Erratum appears in J Mol Neurosci. 2012 May;47(1):206]",79,Rat
1001,1004,"Zhu, WW",2005,[Effect of the oil from ganoderma lucidum spores on pathological changes in the substantia nigra and behaviors of MPTP-treated mice]. [Chinese],,
1002,1005,"Zimatkin, SM",1994,[Regional and cellular distribution of mitochondrial high-affinity aldehyde dehydrogenase in the rat brain (an immunocytochemical study)]. [Russian],,
1003,1006,"Zimmer, J",1984,Neuropeptides and astroglia in intracerebral hippocampal transplants: an immunohistochemical study in the rat.,12,Rat
1004,1007,"Zoli, M",1990,Morphometrical and microdensitometrical studies on peptide- and tyrosine hydroxylase-like immunoreactivities in the forebrain of rats prenatally exposed to methylazoxymethanol acetate.,21,Rat
1005,1008,"Zorio, DA",2017,Cellular distribution of the fragile X mental retardation protein in the mouse brain.,12,Mouse
1006,1010,"Acosta, SA",0,Alpha-synuclein as a pathological link between chronic traumatic brain injury and Parkinson's disease.,224,Rat
1007,1011,"Aguirre, JA",0,Protection but maintained dysfunction of nigral dopaminergic nerve cell bodies and striatal dopaminergic terminals in MPTP-lesioned mice after acute treatment with the mGluR5 antagonist MPEP.,21,Mouse
1008,1012,"Aguirre, JA",0,Group I mGluR antagonist AIDA protects nigral DA cells from MPTP-induced injury.,142,Mouse
1009,1013,"Ahmad, SO",0,Reduced numbers of dopamine neurons in the substantia nigra pars compacta and ventral tegmental area of rats fed an n-3 polyunsaturated fatty acid-deficient diet: a stereological study.,8,Rat
1010,1014,"Akkhawattanangkul, Y",0,Targeted deletion of GD3 synthase protects against MPTP-induced neurodegeneration.,147,Mouse
1011,1015,"Alam, G",0,Single low doses of MPTP decrease tyrosine hydroxylase expression in the absence of overt neuron loss.,66,Mouse
1012,1016,"Arcuri, L",0,Genetic and pharmacological evidence that endogenous nociceptin/orphanin FQ contributes to dopamine cell loss in Parkinson's disease.,68,Mouse
1013,1017,"Arvidsson, A",0,Elevated GDNF levels following viral vector-mediated gene transfer can increase neuronal death after stroke in rats.,68,Rat
1014,1018,"Baquet, ZC",0,Brain-derived neurotrophic factor is required for the establishment of the proper number of dopaminergic neurons in the substantia nigra pars compacta.,7,Mouse
1015,1019,"Barkholt, P",0,Long-term polarization of microglia upon alpha-synuclein overexpression in nonhuman primates.,11,Monkey
1016,1020,"Barlow, BK",0,A fetal risk factor for Parkinson's disease.,91,Mouse
1017,1021,"Bastide, MF",2012,Immediate-early gene expression in structures outside the basal ganglia is associated to l-DOPA-induced dyskinesia.,68,Rat
1018,1022,"Bayliss, JA",0,Ghrelin-AMPK Signaling Mediates the Neuroprotective Effects of Calorie Restriction in Parkinson's Disease.,7,Mouse
1019,1023,"Becker, B",0,Effect of Intrastriatal 6-OHDA Lesions on Extrastriatal Brain Structures in the Mouse.,158,Mouse
1020,1024,Berghauzen-Maciejewska,0,Adaptive down-regulation of the serotonin transporter in the 6-hydroxydopamine-induced rat model of preclinical stages of Parkinson's disease and after chronic pramipexole treatment.,11,Rat
1021,1025,"Bhaduri, B",0,Baseline striatal and nigral interneuronal protein levels in two distinct mice strains differ in accordance with their MPTP susceptibility.,14,Mouse
1022,1026,"Canudas, AM",2000,MPP(+) injection into rat substantia nigra causes secondary glial activation but not cell death in the ipsilateral striatum.,68,Rat
1023,1027,"Cao, F",0,"Fcgamma receptors are required for NF-kappaB signaling, microglial activation and dopaminergic neurodegeneration in an AAV-synuclein mouse model of Parkinson's disease.",138,Mouse
1024,1028,"Chadi, G",0,Adrenalectomy counteracts the local modulation of astroglial fibroblast growth factor system without interfering with the pattern of 6-OHDA-induced dopamine degeneration in regions of the ventral midbrain.,21,Rat
1025,1029,"Champy, P",0,"Annonacin, a lipophilic inhibitor of mitochondrial complex I, induces nigral and striatal neurodegeneration in rats: possible relevance for atypical parkinsonism in Guadeloupe.",46,Rat
1026,1030,"Chan, P",0,(+)MK-801 does not prevent MPTP-induced loss of nigral neurons in mice.,212,Mouse
1027,1031,"Chu, Y",0,Abnormal alpha-synuclein reduces nigral voltage-dependent anion channel 1 in sporadic and experimental Parkinson's disease.,68,Rat
1028,1032,"Dai, Y",0,Somatic mitochondrial DNA mutations do not increase neuronal vulnerability to MPTP in young POLG mutator mice.,19,Mouse
1029,1033,"Davis, BJ",0,Alterations of pancreatic islet size and growth following substantia nigra lesions in the rat.,225,Rat
1030,1034,"Dela Cruz, JA",0,Differential distribution of hypoxia-inducible factor 1-beta (ARNT or ARNT2) in mouse substantia nigra and ventral tegmental area.,14,Mouse
1031,1035,"Egami, K",0,Basal ganglia dopamine loss due to defect in purine recycling.,68,Mouse
1032,1036,"Elgueta, D",0,Pharmacologic antagonism of dopamine receptor D3 attenuates neurodegeneration and motor impairment in a mouse model of Parkinson's disease.,59,Mouse
1033,1037,"Erisgin, Z",0,The neurotoxic effects of prenatal gabapentin and oxcarbazepine exposure on newborn rats.,226,Rat
1034,1038,"Finkelstein, DI",0,Quantified assessment of terminal density and innervation.,161,
1035,1039,"Fischer, DL",0,High-Frequency Stimulation of the Rat Entopeduncular Nucleus Does Not Provide Functional or Morphological Neuroprotection from 6-Hydroxydopamine.,13,Rat
1036,1040,"Frau, L",0,Neuroprotective and anti-inflammatory effects of the adenosine A(2A) receptor antagonist ST1535 in a MPTP mouse model of Parkinson's disease.,5,Mouse
1037,1041,"Gerecke, KM",0,Exercise does not protect against MPTP-induced neurotoxicity in BDNF haploinsufficient mice.,13,Mouse
1038,1042,"Gombash, SE",2014,Neuroprotective potential of pleiotrophin overexpression in the striatonigral pathway compared with overexpression in both the striatonigral and nigrostriatal pathways.,198,Rat
1039,1043,"Gomide, V",0,Glial bFGF and S100 immunoreactivities increase in ascending dopamine pathways following striatal 6-OHDA-induced partial lesion of the nigrostriatal system: a sterological analysis.,61,Rat
1040,1044,"Gomide, V",0,Transient and widespread astroglial activation in the brain after a striatal 6-OHDA-induced partial lesion of the nigrostriatal system.,61,Rat
1041,1045,"Gonzalez-Aparicio, R",0,Mice lacking the peroxisome proliferator-activated receptor alpha gene present reduced number of dopamine neurons in the substantia nigra without altering motor behavior or dopamine neuron decline over life.,11,Mouse
1042,1046,"Goit, D",0,A mutant ataxin-3 putative-cleavage fragment in brains of Machado-Joseph disease patients and transgenic mice is cytotoxic above a critical concentration.,7,Mouse
1043,1047,"Gramsbergen, JB",0,"Glutathione depletion in nigrostriatal slice cultures: GABA loss, dopamine resistance and protection by the tetrahydrobiopterin precursor sepiapterin.",21,Rat
1044,1048,"Grieb, B",0,Decomposition of abnormal free locomotor behavior in a rat model of Parkinson's disease.,227,Rat
1045,1049,"Gross, CE",0,Pattern of levodopa-induced striatal changes is different in normal and MPTP-lesioned mice.,46,Mouse
1046,1050,"Hansen, HH",0,"Characterization of liraglutide, a glucagon-like peptide-1 (GLP-1) receptor agonist, in rat partial and full nigral 6-hydroxydopamine lesion models of Parkinson's disease.",21,Rat
1047,1051,"He, Y",0,Minocycline inhibits microglial activation and protects nigral cells after 6-hydroxydopamine injection into mouse striatum.,21,Mouse
1048,1052,"Healy-Stoffel, M",0,Differential effects of intrastriatal 6-hydroxydopamine on cell number and morphology in midbrain dopaminergic subregions of the rat.,21,Rat
1049,1053,"Healy-Stoffel, M",0,Altered nucleolar morphology in substantia nigra dopamine neurons following 6-hydroxydopamine lesion in rats.,8,Rat
1050,1054,"Hennis, MR",0,Surprising behavioral and neurochemical enhancements in mice with combined mutations linked to Parkinson's disease.,68,Mouse
1051,1055,"Hermann, A",0,Lack of vascular endothelial growth factor receptor-2/Flk1 signaling does not affect substantia nigra development.,8,Mouse
1052,1056,"Hormigo, S",0,Direct and indirect nigrofugal projections to the nucleus reticularis pontis caudalis mediate in the motor execution of the acoustic startle reflex.,22,Rat
1053,1057,"Horvath, TL",0,GPA protects the nigrostriatal dopamine system by enhancing mitochondrial function,68,Mouse
1054,1058,"Hu, J",0,"Dynamic alterations of gene expression of nicotinic acetylcholine receptor alpha7, alpha4 and beta2 subunits in an acute MPTP-lesioned mouse model.",8,Mouse
1055,1059,"Ikzkiewicz, J",0,The RGD-containing peptide fragment of osteopontin protects tyrosine hydroxylase positive cells against toxic insult in primary ventral mesencephalic cultures and in the rat substantia nigra.,46,Rat
1056,1060,"Ip, CW",0,Stereological Estimation of Dopaminergic Neuron Number in the Mouse Substantia Nigra Using the Optical Fractionator and Standard Microscopy Equipment.,228,Mouse
1057,1061,"Janis, KL",0,Effects of sildenafil on nigrostriatal dopamine neurons in a murine model of Parkinson's disease.,229,Mouse
1058,1062,"Johnson, ML",0,Oestrogen receptors enhance dopamine neurone survival in rat midbrain.,53,Rat
1059,1063,"Johnson, ML",0,Androgen decreases dopamine neurone survival in rat midbrain.,53,Rat
1060,1064,"Joyce, JN",0,"Low dose pramipexole is neuroprotective in the MPTP mouse model of Parkinson's disease, and downregulates the dopamine transporter via the D3 receptor.",31,Mouse
1061,1065,"Kachroo, A",0,Caffeine protects against combined paraquat and maneb-induced dopaminergic neuron degeneration.,18,Mouse
1062,1066,"Kang, WY",0,Migratory defect of mesencephalic dopaminergic neurons in developing reeler mice.,230,Mouse
1063,1067,"Karuppagounder, SS",0,"LRRK2 G2019S transgenic mice display increased susceptibility to 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-mediated neurotoxicity.",14,Mouse
1064,1068,"Kim, SY",0,Striatal-enriched protein tyrosine phosphatase regulates dopaminergic neuronal development via extracellular signal-regulated kinase signaling.,18,Mouse
1065,1069,"Kincaid, AE",0,Spontaneous circling behavior and dopamine neuron loss in a genetically hypothyroid mouse.,11,Mouse
1066,1070,"Kneynsberg, A",0,Quantitative and semi-quantitative measurements of axonal degeneration in tissue and primary neuron cultures.,7,Rat
1067,1071,"Kolasiewicz, W",0,6-OHDA injections into A8-A9 dopaminergic neurons modelling early stages of Parkinson's disease increase the harmaline-induced tremor in rats.,21,Rat
1068,1072,"Kollensperger, M",0,Erythropoietin is neuroprotective in a transgenic mouse model of multiple system atrophy.,58,Mouse
1069,1073,"Komnig, D",0,Mice lacking Faim2 show increased cell death in the MPTP mouse model of Parkinson disease.,46,Mouse
1070,1074,"Komnig, D",0,ASIC1a Deficient Mice Show Unaltered Neurodegeneration in the Subacute MPTP Model of Parkinson Disease.,13,Mouse
1071,1075,"Konieczny, J",0,Decreased behavioral response to intranigrally administered GABAA agonist muscimol in the lactacystin model of Parkinson's disease may result from partial lesion of nigral non-dopamine neurons: comparison to the classical neurotoxin 6-OHDA.,55,Rat
1072,1076,"Koprich, JB",0,Neuroinflammation mediated by IL-1beta increases susceptibility of dopamine neurons to degeneration in an animal model of Parkinson's disease.,4,Rat
1073,1077,"Kordower, JH",0,Lentiviral gene transfer to the nonhuman primate brain.,18,Monkey
1074,1078,"L'Episcopo, F",0,"Combining nitric oxide release with anti-inflammatory activity preserves nigrostriatal dopaminergic innervation and prevents motor impairment in a 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine model of Parkinson's disease.",4,Mouse
1075,1079,"Lecca, D",0,Neuroprotective and anti-inflammatory properties of a novel non-thiazolidinedione PPARgamma agonist in vitro and in MPTP-treated mice.,11,Mouse
1076,1080,"Lee, DW",0,Subchronic polychlorinated biphenyl (Aroclor 1254) exposure produces oxidative damage and neuronal death of ventral midbrain dopaminergic systems.,145,Mouse
1077,1081,"Lee, JK",0,Regulator of G-protein signaling 10 promotes dopaminergic neuron survival via regulation of the microglial inflammatory response.,7,Mouse
1078,1082,"Li, R",0,"Epigallocatechin gallate protects dopaminergic neurons against 1-methyl-4- phenyl-1,2,3,6-tetrahydropyridine-induced neurotoxicity by inhibiting microglial cell activation.",,
1079,1083,"Lieb, K",0,Pre- and postnatal development of dopaminergic neuron numbers in the male and female mouse midbrain.,21,Mouse
1080,1084,"Lie, FL",0,Acute intermittent nicotine treatment produces a reduction in the total number of FGF-2 immunoreactive astroglial cells in the substantia nigra of the rat: a stereological analysis.,8,Rat
1081,1085,"Lorenc-Koci, E",0,"The influence of acute and chronic administration of 1,2-dimethyl-6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline on the function of the nigrostriatal dopaminergic system in rats.",11,Rat
1082,1086,"Lorenc-Koci, E",0,"Parkinson's disease-like syndrome in rats induced by 2,9-dimethyl-beta-carbolinium ion, a beta-carboline occurring in the human brain.",231,Rat
1083,1087,"Lu, XH",0,"Bacterial artificial chromosome transgenic mice expressing a truncated mutant parkin exhibit age-dependent hypokinetic motor deficits, dopaminergic neuron degeneration, and accumulation of proteinase K-resistant alpha-synuclein.",7,Mouse
1084,1088,"Ma, J",0,Does melatonin help save dopaminergic cells in MPTP-treated mice?.,127,Mouse
1085,1089,"McBride, JL",0,Human neural stem cell transplants improve motor function in a rat model of Huntington's disease.,12,Rat
1086,1090,"McCormack, AL",0,Decreased susceptibility to oxidative stress underlies the resistance of specific dopaminergic cell populations to paraquat-induced degeneration.,11,Mouse
1087,1091,"McCormack, AL",0,Environmental risk factors and Parkinson's disease: selective degeneration of nigral dopaminergic neurons caused by the herbicide paraquat.,68,Mouse
1088,1092,"McLeod, M",0,Erythropoietin and GDNF enhance ventral mesencephalic fiber outgrowth and capillary proliferation following neural transplantation in a rodent model of Parkinson's disease.,2,Rat
1089,1093,"Mendieta, L",0,Fragment C Domain of Tetanus Toxin Mitigates Methamphetamine Neurotoxicity and Its Motor Consequences in Mice.,232,Mouse
1090,1094,"Migdalska-Richards, A",0,The L444P Gba1 mutation enhances alpha-synuclein induced loss of nigral dopaminergic neurons in mice.,165,Mouse
1091,1095,"Milosevic, J",0,Lack of hypoxia-inducible factor-1 alpha impairs midbrain neural precursor cells involving vascular endothelial growth factor signaling.,7,Mouse
1092,1096,"Minnema, DJ",0,Dietary administration of diquat for 13 weeks does not result in a loss of dopaminergic neurons in the substantia nigra of C57BL/6J mice.,233,Mouse
1093,1097,"Minnema, DJ",0,Dietary administration of paraquat for 13 weeks does not result in a loss of dopaminergic neurons in the substantia nigra of C57BL/6J mice.,233,Mouse
1094,1098,"Morel, GR",0,Cognitive impairment and morphological changes in the dorsal hippocampus of very old female rats.,11,Rat
1095,1099,"Mouton, PR",0,The effects of age and lipopolysaccharide (LPS)-mediated peripheral inflammation on numbers of central catecholaminergic neurons.,64,Mouse
1096,1100,"Naskar, A",0,"Melatonin enhances L-DOPA therapeutic effects, helps to reduce its dose, and protects dopaminergic neurons in 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine-induced Parkinsonism in mice.",234,Mouse
1097,1101,"Nguyen, TA",0,Analysis of inflammation-related nigral degeneration and locomotor function in DJ-1(-/-) mice.,4,Mouse
1098,1102,O'Neil,0,Catecholaminergic neuronal loss in locus coeruleus of aged female dtg APP/PS1 mice.,14,Mouse
1099,1103,"Olson, KE",0,Selective VIP Receptor Agonists Facilitate Immune Transformation for Dopaminergic Neuroprotection in MPTP-Intoxicated Mice.,7,Mouse
1100,1104,"Oorschot, DE",0,"Total number of neurons in the neostriatal, pallidal, subthalamic, and substantia nigral nuclei of the rat basal ganglia: a stereological study using the cavalieri and optical disector methods.",12,Rat
1101,1105,"Overk, CR",0,Brainstem Alzheimer's-like pathology in the triple transgenic mouse model of Alzheimer's disease.,68,Mouse
1102,1106,"Pabon, MM",0,CX3CL1 reduces neurotoxicity and microglial activation in a rat model of Parkinson's disease.,4,Rat
1103,1107,"Pang, Y",0,Intranasal insulin protects against substantia nigra dopaminergic neuronal loss and alleviates motor deficits induced by 6-OHDA in rats.,11,Rat
1104,1108,"Panneton, WM",0,The neurotoxicity of DOPAL: behavioral and stereological evidence for its role in Parkinson disease pathogenesis.[Erratum appears in PLoS One. 2011;6(2). doi: 10.1371/annotation/819cbf4a-7e3e-4e4e-a449-b667bc6e8957],13,Rat
1105,1109,"Passos, PP",0,Dopaminergic cell populations of the rat substantia nigra are differentially affected by essential fatty acid dietary restriction over two generations.,14,Rat
1106,1110,"Pattarini, R",0,"Temporal mRNA profiles of inflammatory mediators in the murine 1-methyl-4-phenyl-1,2,3,6-tetrahydropyrimidine model of Parkinson's disease.",11,Mouse
1107,1111,"Petroske, E",0,Mouse model of Parkinsonism: a comparison between subacute MPTP and chronic MPTP/probenecid treatment.,11,Mouse
1108,1112,"Pienaar, IS",0,An animal model mimicking pedunculopontine nucleus cholinergic degeneration in Parkinson's disease.,22,Rat
1109,1113,"Price, DA",0,"WIN55,212-2, a cannabinoid receptor agonist, protects against nigrostriatal cell loss in the 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine mouse model of Parkinson's disease.",2,Mouse
1110,1114,"Quesada, A",0,Distribution and localization patterns of estrogen receptor-beta and insulin-like growth factor-1 receptors in neurons and glial cells of the female rat substantia nigra: localization of ERbeta and IGF-1R in substantia nigra.,12,Rat
1111,1115,"Requejo, C",0,Topographical Distribution of Morphological Changes in a Partial Model of Parkinson's Disease--Effects of Nanoencapsulated Neurotrophic Factors Administration.,158,Rat
1112,1116,"Richter, F",0,Effects of decreased dopamine transporter levels on nigrostriatal neurons and paraquat/maneb toxicity in mice.,64,Mouse
1113,1117,"Rojas, JC",0,Striatal neuroprotection with methylene blue.,11,Rat
1114,1118,"Sadasivan, S",0,Methylphenidate exposure induces dopamine neuron loss and activation of microglia in the basal ganglia of mice.,13,Mouse
1115,1119,"Sanchez, HL",0,Dopaminergic mesencephalic systems and behavioral performance in very old rats.,11,Rat
1116,1120,"Sanchez-Guajardo, V",0,Microglia acquire distinct activation profiles depending on the degree of alpha-synuclein neuropathology in a rAAV based model of Parkinson's disease.,13,Rat
1117,1121,"Schapira, AH",0,Proteasomal inhibition causes loss of nigral tyrosine hydroxylase neurons.,104,Rat
1118,1122,,0,,,
1119,1123,"Shahaduzzaman, M",0,Anti-human alpha-synuclein N-terminal peptide antibody protects against dopaminergic cell death and ameliorates behavioral deficits in an AAV-alpha-synuclein rat model of Parkinson's disease.,13,Rat
1120,1124,"Shchepinov, MS",0,Isotopic reinforcement of essential polyunsaturated fatty acids diminishes nigrostriatal degeneration in a mouse model of Parkinson's disease.,186,Mouse
1121,1125,"Silva, C",2009,Involvement of astroglial fibroblast growth factor-2 and microglia in the nigral 6-OHDA parkinsonism and a possible role of glucocorticoid hormone on the glial mediated local trophism and wound repair.,56,Rat
1122,1126,"Simkins, TJ",0,Comparison of the D2 receptor regulation and neurotoxicant susceptibility of nigrostriatal dopamine neurons in wild-type and CB1/CB2 receptor knockout mice.,235,Mouse
1123,1127,"Smeyne, RJ",0,Assessment of the Effects of MPTP and Paraquat on Dopaminergic Neurons and Microglia in the Substantia Nigra Pars Compacta of C57BL/6 Mice.,13,Mouse
1124,1128,"Song, CH",0,Functional analysis of dopaminergic systems in a DYT1 knock-in mouse model of dystonia.,68,Mouse
1125,1129,"Srivastava, R",0,Blockade of 1-methyl-4-phenylpyridinium ion (MPP+) nigral toxicity in the rat by prior decortication or MK-801 treatment: a stereological estimate of neuronal loss.,64,Rat
1126,1130,"Stayte, S",0,Activin A protects midbrain neurons in the 6-hydroxydopamine mouse model of Parkinson's disease.,13,Mouse
1127,1131,"Sun, C",0,Allopregnanolone increases the number of dopaminergic neurons in substantia nigra of a triple transgenic mouse model of Alzheimer's disease.,236,Mouse
1128,1132,"Sun, X",0,Harpagoside attenuates MPTP/MPP+ induced dopaminergic neurodegeneration and movement disorder via elevating glial cell line-derived neurotrophic factor.,46,Mouse
1129,1133,"Taylor, TN",0,Reduced vesicular storage of catecholamines causes progressive degeneration in the locus ceruleus.,59,Mouse
1130,1134,"Temel, Y",0,Protection of nigral cell death by bilateral subthalamic nucleus stimulation.,21,Rat
1131,1135,"Thiruchelvam, MJ",0,Risk factors for dopaminergic neuron loss in human alpha-synuclein transgenic mice.,2,Mouse
1132,1136,"Tiwari, M",0,A knockout of the caspase 2 gene produces increased resistance of the nigrostriatal dopaminergic pathway to MPTP-induced toxicity.,18,Mouse
1133,1137,"van Bregt, DR",0,Substantia nigra vulnerability after a single moderate diffuse brain injury in the rat.,18,Rat
1134,1138,"Viaggi, C",0,MPTP-induced model of Parkinson's disease in cytochrome P450 2E1 knockout mice.,59,Mouse
1135,1139,"Vidyadhara, DJ",0,Admixing of MPTP-Resistant and Susceptible Mice Strains Augments Nigrostriatal Neuronal Correlates to Resist MPTP-Induced Neurodegeneration.,158,Mouse
1136,1140,"Vivacqua, G",0,Loss of spinal motor neurons and alteration of alpha-synuclein immunostaining in MPTP induced Parkinsonism in mice.,14,Mouse
1137,1141,"Vu, TQ",0,Pramipexole attenuates the dopaminergic cell loss induced by intraventricular 6-hydroxydopamine.,56,Rat
1138,1142,"Wernicke, C",0,9-Methyl-beta-carboline has restorative effects in an animal model of Parkinson's disease.,237,Rat
1139,1143,"Winter, C",0,Lesions of dopaminergic neurons in the substantia nigra pars compacta and in the ventral tegmental area enhance depressive-like behavior in rats.,55,Rat
1140,1144,"Wright, AK",0,The influence of the subthalamic nucleus upon the damage to the dopamine system following lesions of globus pallidus in rats.,2,Rat
1141,1145,"Yin, LH",0,Early post-treatment with 9-cis retinoic acid reduces neurodegeneration of dopaminergic neurons in a rat model of Parkinson's disease.,31,Rat
1142,1146,"Zhang, D",0,Neuroprotective effect of protein kinase C delta inhibitor rottlerin in cell culture and animal models of Parkinson's disease.,212,Mouse
1143,1147,"Zhang, P",0,Allopregnanolone enhances the neurogenesis of midbrain dopaminergic neurons in APPswe/PSEN1 mice.,11,Mouse
1144,1283,"Bizzoco, E",2007,"Transient ischemia increases neuronal nitric oxide synthase, argininosuccinate synthetase and argininosuccinate lyase co-expression in rat striatal neurons.",18,Rat
1145,1284,"Bloch, B",2003,In vivo intraneuronal trafficking of G protein coupled receptors in the striatum: regulation by dopaminergic and cholinergic environment.,252,Rodent
1146,1285,"Block, ER",2015,Brain Region-Specific Trafficking of the Dopamine Transporter.,7,Mouse
1147,1286,"Blom, H",2013,Spatial distribution of DARPP-32 in dendritic spines.,13,Rat
1148,1287,"Blondeau, N",2007,Distribution of sphingosine kinase activity and mRNA in rodent brain.,46,Rat
1149,1288,"Boegman, RJ",1988,The response of striatal neuropeptide Y and cholinergic neurons to excitatory amino acid agonists.,21,Monkey
1150,1290,,0,,,
1151,1291,"Boehm-Sturm, P",2011,In vivo tracking of human neural stem cells with 19F magnetic resonance imaging.,13,Mouse
1152,1293,"Bouyer, JJ",1984,Ultrastructural localization of tyrosine hydroxylase in rat nucleus accumbens.,12,Rat
1153,1294,"Brailoiu, GC",2005,KiSS-1 expression and metastin-like immunoreactivity in the rat brain.,12,Rat
1154,1295,"Brauer, K",2000,The core-shell dichotomy of nucleus accumbens in the rhesus monkey as revealed by double-immunofluorescence and morphology of cholinergic interneurons.,21,Monkey
1155,1296,"Brene, S",1994,Expression of mRNAs encoding dopamine receptors in striatal regions is differentially regulated by midbrain and hippocampal neurons.,21,Rat
1156,1297,"Brene, S",1990,Preprotachykinin A mRNA expression in the rat brain during development,21,Rat
1157,1298,"Brene, S",1990,Expression of dopamine D2 receptor and choline acetyltransferase mRNA in the dopamine deafferented rat caudate-putamen.,25,
1158,1299,"Brundin, P",1986,Intrastriatal grafting of dopamine-containing neuronal cell suspensions: effects of mixing with target or non-target cells.,21,Rat
1159,1300,"Brundin, P",1985,Survival of intracerebrally grafted rat dopamine neurons previously cultured in vitro.,8,Rat
1160,1301,"Bu, W",2016,Mild Traumatic Brain Injury Produces Neuron Loss That Can Be Rescued by Modulating Microglial Activation Using a CB2 Receptor Inverse Agonist.,3,Mouse
1161,1302,"Burgunder, JM",1988,"The distribution of thalamic projection neurons containing cholecystokinin messenger RNA, using in situ hybridization histochemistry and retrograde labeling.",21,Rat
1162,1303,"Burke, RE",1994,Acute and persistent suppression of preproenkephalin mRNA expression in the striatum following developmental hypoxic-ischemic injury.,46,Rat
1163,1304,"Burke, RE",1994,Demonstration of a medial to lateral gradient in the density of cholinergic neuropil in the rat striatum.,8,Rat
1164,1305,"Butler, AK",1999,N-methyl-D-aspartate receptor blockade affects polysialylated neural cell adhesion molecule expression and synaptic density during striatal development.,11,Rat
1165,1306,"Butler, AK",1997,Regulation of the polysialylated form of the neural cell adhesion molecule in the developing striatum: effects of cortical lesions.,12,Rat
1166,1307,"Buwalda, B",1995,Aldehyde fixation differentially affects distribution of diaphorase activity but not of nitric oxide synthase immunoreactivity in rat brain.,30,Rat
1167,1308,"Caberlotto, L",1997,Localization of neuropeptide Y Y1 mRNA in the human brain: abundant expression in cerebral cortex and striatum.,2,Rat
1168,1309,"Cagle, MC",2014,"Parcellation of cerebellins 1, 2, and 4 among different subpopulations of dorsal horn neurons in mouse spinal cord.",12,Mouse
1169,1310,"Calamandrei, G",1997,Neonatal cocaine alters behavioural responsiveness to scopolamine and cholinergic development in mice.,253,Rat
1170,1311,"Calka, J",1996,Induction of cytosolic NADPH-diaphorase/nitric oxide synthase in reactive microglia/macrophages after quinolinic acid lesions in the rat striatum: an electron and light microscopical study.,121,Rat
1171,1312,"Callaway, JK",2000,"A novel, rapid, computerized method for quantitation of neuronal damage in a rat model of stroke.",109,Rat
1172,1313,"Campuzano, O",2011,Decreased myeloperoxidase expressing cells in the aged rat brain after excitotoxic damage.,254,Rat
1173,1314,"Campuzano, O",2008,"Distinct pattern of microglial response, cyclooxygenase-2, and inducible nitric oxide synthase expression in the aged rat brain after excitotoxic damage.",26,Rat
1174,1315,"Cantagrel, S",2001,mRNA D(2) dopaminergic receptor expression after hypoxia-ischemia in rat immature brain.,255,Rat
1175,1316,"Cao, J",2013,Gestational nicotine exposure modifies myelin gene expression in the brains of adolescent rats with sex differences.,256,Rat
1176,1317,"Capani, F",2001,Selective localization of high concentrations of F-actin in subpopulations of dendritic spines in rat central nervous system: a three-dimensional electron microscopic study.,12,Rat
1177,1318,"Capani, F",1997,Ultrastructural changes in nitric oxide synthase immunoreactivity in the brain of rats subjected to perinatal asphyxia: neuroprotective effects of cold treatment.,21,Rat
1178,1319,"Card, JP",1999,Neuroinvasiveness of pseudorabies virus injected intracerebrally is dependent on viral concentration and terminal field density.,12,Rat
1179,1320,"Cardoso, AL",2008,Tf-lipoplexes for neuronal siRNA delivery: a promising system to mediate gene silencing in the CNS.,211,Mouse
1180,1321,"Carpenter, MK",1997,Generation and transplantation of EGF-responsive neural stem cells derived from GFAP-hNGF transgenic mice.,18,Rat
